# Gboard Dictionary version:2
# Gboard Dictionary format:shortcut	word	language_tag	pos_tag
Dls	diếm		
DDj	dậm		
d0z	đăm		
CKZ	chin		
Hk1	nhúm		
kij	kị		
gb0	guy		
Dnr	dửng		
Rsj	trượng		
T7r	thẩn		
Hb5	nhuỵ		
jHj	giập		
clS	cói		
bkR	bỉu		
xxZ	xơi		
TLZ	thoăn		
fBr	phẩy		
HcS	nhiếc		
Dd5	duật		
rkS	ríu		
hyz	hênh		
Rr2	truồng		
Hk0	nhum		
HQZ	nhom		
nvz	nia		
g1J	gợn		
sCZ	soa		
jlF	giòi		
tnr	tửng		
K80	khuây		
kgS	kiếng		
Dj5	dụi		
nEj	nệ		
llj	liệm		
roJ	rọ		
Hus	nhú		
hlf	hiềm		
GQz	ghim		
TdR	thiển		
dzf	đồm		
KQZ	khom		
Dk2	dùm		
vqS	vối		
lef	lè		
Kz1	khứa		
zJf	èo		
DlZ	doi		
dCZ	đoa		
mfj	mạp		
dkJ	địu		
cdr	cở		
vjj	vạm		
ToS	thó		
txF	tời		
mhF	miều		
lzJ	lọng		
Kof	khèn		
rc0	rua		
qaj	quạ		
TW5	thược		
r0s	rắm		
Nn5	ngụp		
Rf2	trườn		
TQs	thím		
cTJ	cộp		
T0F	thồ		
g1f	gằn		
b7s	bấn		
xij	xị		
rds	rớ		
hm3	huổi		
ck2	cùm		
fj3	phủi		
NLF	ngoằn		
Kaf	khà		
hc3	hủa		
stR	sổng		
pZZ	peng		
Wof	nghèn		
xG2	xuề		
WPs	nghét		
lxS	lới		
K0S	khố		
xVj	xệch		
rz4	rữa		
WVs	nghếch		
rk1	rúm		
NCJ	ngoạ		
qyf	quềnh		
mDx	mẫm		
KzZ	khong		
z0z	ăm		
foF	phò		
mHs	mấp		
kjS	kiết		
xmF	xình		
les	lé		
gkf	gàn		
dWr	đảnh		
zDj	ậm		
RqS	trối		
H0z	nhăm		
nKj	nạng		
DQF	dòm		
CEf	chề		
xvr	xỉa		
r3s	rắp		
vdR	viển		
zs5	uột		
mdj	mợ		
bK3	bủn		
T1f	thằn		
f1z	phăn		
z9S	oánh		
lnx	lững		
lYs	lém		
ghz	gôn		
zKz	ang		
njj	nạm		
kdF	kiền		
b7z	bân		
rix	rĩ		
NbZ	ngoe		
ltR	lổng		
hdz	hơ		
vf5	vượn		
T8Z	thoang		
boX	bõ		
TzF	thòng		
sQZ	som		
jDj	giậm		
rJs	réo		
nkJ	nịu		
ms1	muốt		
lvz	lia		
rr2	ruồng		
hmX	hĩnh		
xk0	xum		
Rfs	tráp		
t8F	toàng		
mWf	mành		
mlF	mòi		
lk1	lúm		
jis	gí		
xQ1	xuyết		
fxS	phới		
Cj1	chúi		
tjf	tàm		
sv4	sũng		
frz	phên		
HU3	nhử		
rlR	rỏi		
huz	hu		
Rjr	trảm		
hHj	hập		
Hez	nhe		
mJz	meo		
gzJ	gọng		
HEx	nhễ		
Rr0	truông		
sZZ	seng		
rv3	rủng		
vKj	vạng		
srf	sền		
fDf	phầm		
xqR	xổi		
cj4	cũi		
RlJ	trọi		
fvz	phia		
lJJ	loẹt		
Rd1	truất		
sb1	suý		
m1R	mởn		
jfS	giốc		
bns	bứng		
vs5	vuột		
fTz	phay		
zdf	ờ		
KR1	khứu		
kVj	kệch		
xCX	xoã		
rmR	rỉnh		
HMs	nhép		
Kkr	khản		
DqR	dổi		
CKj	chạng		
b0x	bẵm		
xtF	xồng		
fBz	phây		
mQZ	mom		
lox	lẽn		
box	bẽn		
vWz	vanh		
poz	pen		
HtZ	nhông		
HYj	nhẹm		
lZZ	leng		
krf	kền		
DEf	dề		
vef	vè		
lBr	lẩy		
rfJ	rộc		
noR	nỏ		
lpR	lởm		
tk5	tụm		
nSX	nõn		
N0S	ngố		
vJr	vẻo		
rCs	rích		
HYr	nhẻm		
GdF	ghiền		
ddr	đở		
czS	cóng		
r1j	rặn		
rjs	rám		
z8Z	oang		
HWf	nhành		
CT1	chứt		
xus	xú		
TfS	thốc		
TGx	thãi		
rsf	rường		
l55	luộm		
Gif	ghì		
f7r	phẩn		
pas	pá		
HYf	nhèm		
Tlr	thiểm		
ldX	liễn		
CsS	choán		
b2S	bớp		
t2S	tớp		
sds	sớ		
mj3	mủi		
dHJ	đọt		
cbf	cườm		
CzR	chỏng		
tlZ	toi		
tDJ	tịt		
gD5	guộc		
dkF	đìu		
drz	đên		
dTS	đốp		
Kb0	khuy		
CdF	chiền		
xv1	xúng		
vEz	vê		
v2r	vẳng		
RJs	tréo		
kZZ	keng		
hpx	hão		
CZZ	cheng		
zis	í		
DQZ	dom		
T55	thuộm		
soR	sỏ		
sBj	sậy		
lus	lú		
h2S	hớp		
sYs	sém		
SSs	sác		
HWj	nhạnh		
NTJ	ngộp		
moJ	mọ		
gK0	gun		
xsF	xoàn		
v2f	vằng		
t5J	toạc		
ris	rí		
r1f	rằn		
NGs	ngái		
xb1	xuý		
xmS	xính		
tD1	tuốc		
TBz	thây		
qas	qúa		
dBx	đẫy		
R1S	trớn		
hlF	hòi		
s1F	sờn		
tA2	tuềnh		
gRJ	gột		
lPs	lét		
rKZ	rin		
mSJ	mọn		
t8z	tâng		
mPj	mẹt		
hj1	húi		
bs5	buột		
RTz	tray		
q2r	quẳng		
N5z	ngâu		
Dh0	duân		
TQZ	thom		
N0X	ngỗ		
WVj	nghệch		
xzz	xôm		
fKz	phang		
zNJ	ọp		
dSZ	đon		
t8S	toáng		
TsZ	thoan		
sGs	sái		
H1R	nhởn		
lj1	lúi		
rnJ	rọc		
gkj	gạn		
zMj	ẹp		
Dnx	dững		
Rv5	trụng		
TUf	thều		
rpj	rạo		
nDJ	nịt		
NFF	ngoèo		
mof	mèn		
DNj	dực		
DzX	dõng		
ltf	làu		
kKZ	kin		
Dl5	duyện		
dv0	đung		
N5J	ngoạc		
tms	tút		
Rdf	trờ		
sif	sì		
cHS	cót		
vxJ	vợi		
Hpz	nhao		
H2j	nhặng		
CpR	chởm		
b40	bươu		
xKz	xang		
vW5	vược		
vjz	vam		
NHs	ngấp		
xG0	xuê		
H0S	nhố		
bQf	bìm		
vJs	véo		
vKr	vảng		
TKf	thàng		
sqF	sồi		
qJz	queo		
K70	khuâng		
zp0	ươi		
Nc5	ngụa		
NES	ngoáy		
zQr	ỉm		
hDj	hậm		
g0f	gằm		
tc1	túa		
sDr	sẩm		
rHJ	rọt		
Kr0	khuông		
hl1	huyến		
xxs	xắc		
s8J	soạng		
phZ	piêu		
d9j	đật		
d7x	đẫn		
tk3	tủm		
rK3	rủn		
CbJ	choẹ		
xgZ	xiêng		
vgF	viềng		
t2f	tằng		
poS	pó		
xbZ	xoe		
Nxs	ngắc		
lxR	lởi		
hQZ	hom		
zax	ã		
stF	sồng		
rk5	rụm		
pps	páo		
Htr	nhảu		
Knj	khựng		
Kfs	kháp		
h5S	hoác		
TnJ	thọc		
r4s	rắt		
j4s	giắt		
dzR	đỏng		
tQr	tỉm		
llS	lói		
Ktz	khau		
RK2	trùn		
Rpj	trạo		
sMS	soóc		
zxS	ới		
kZR	kẻng		
st5	sượt		
qar	qủa		
hSR	hỏn		
CPj	chẹt		
brj	bện		
tFs	téc		
szX	sõng		
ros	rén		
Hv2	nhùng		
g5f	gầu		
Dxj	dặc		
vNs	vức		
fdz	phơ		
HzX	nhõng		
kXf	kềm		
rrf	rền		
N95	nguệch		
KR0	khưu		
KHs	khấp		
KWr	khảnh		
hR5	hựu		
tW5	tược		
svz	sia		
dKZ	đin		
ssj	sượng		
Kps	kháo		
xPj	xẹt		
RBr	trẩy		
rSS	rón		
qBx	quẫy		
tyz	tênh		
zkZ	iu		
rKJ	rịn		
fSj	phạc		
pSs	pác		
dr1	đuống		
qcs	quết		
fHs	phấp		
pEz	pê		
lds	lớ		
h5z	hâu		
bzF	bòng		
TKZ	thin		
sj0	sui		
q0s	quắm		
fkZ	phiu		
tgZ	tiêng		
rnS	róc		
r7j	rận		
mr0	muông		
mr2	muồng		
gj0	gui		
gzZ	gong		
dk1	đúm		
b1r	bẳn		
xhs	xốn		
lbZ	loe		
bJx	bẽo		
vBs	vấy		
Rd5	truật		
slX	sõi		
nBr	nẩy		
xms	xút		
tbZ	toe		
tJj	tẹo		
s9j	sật		
rBz	rây		
nj0	nui		
l5s	lấu		
DSj	dạc		
sUs	sếu		
f4s	phắt		
lZF	lèng		
KM5	khuỵu		
cxs	cắc		
r55	ruộm		
KJz	kheo		
hNS	hóp		
jYf	gièm		
bTS	bốp		
bix	bĩ		
xKS	xín		
rp3	rưởi		
faj	phạ		
Hzr	nhổm		
ltS	lống		
gus	gú		
gas	gá		
vsr	vưởng		
rg1	rúc		
q4j	quặt		
dj3	đủi		
CBs	chấy		
Ckj	chạn		
sSS	són		
jqs	giát		
Dyf	dềnh		
RPs	trét		
rbZ	roe		
pWz	panh		
lrs	lến		
l2f	lằng		
DtJ	dộng		
dDS	đít		
srr	sển		
lSJ	lọn		
Kl3	khuyển		
dv3	đủng		
c1J	cợn		
CrZ	choai		
bbz	bươm		
H2S	nhớp		
gzR	gỏng		
jT5	giựt		
ctf	càu		
th4	tuẫn		
tPj	tẹt		
res	ré		
HvS	nhíp		
Ck5	chụm		
v1F	vờn		
sc5	sụa		
msZ	moan		
CbS	choé		
CoR	chỏ		
Cjz	cham		
Cas	chá		
HK2	nhùn		
l9s	lất		
DYf	dèm		
vCs	vích		
Tms	thút		
rk0	rum		
HxF	nhời		
KWS	khoắng		
hZZ	heng		
xJz	xeo		
xef	xè		
ras	rá		
fU3	phử		
fgZ	phiêng		
nCs	ních		
WkJ	nghịu		
lk0	lum		
lz4	lữa		
guj	gụ		
Cyr	chểnh		
CGs	chái		
bg1	búc		
rUj	rệu		
rGs	rái		
qof	quèn		
N5s	ngấu		
gSZ	gon		
dU2	đừ		
dix	đĩ		
Chj	chộn		
ttF	tồng		
nv1	núng		
nHS	nót		
lc0	lua		
Kpj	khạo		
jHS	giót		
dzF	đòng		
dPj	đẹt		
RmX	trĩnh		
fUx	phễu		
nBf	nầy		
Kyr	khểnh		
jyZ	giê		
cv5	cụng		
xDf	xầm		
l1Z	lơn		
Tr2	thuồng		
TCS	thoá		
svS	síp		
ftz	phau		
pxs	pắc		
H7r	nhẩn		
WQr	nghỉm		
hDr	hẩm		
bpJ	bợm		
vhf	vồn		
sKS	sín		
rH0	ry		
f1Z	phơn		
pez	pe		
NWj	ngạnh		
nWj	nạnh		
lbf	lườm		
ljr	lảm		
xl2	xuyền		
Rj0	trui		
qS1	quýnh		
b6s	bấc		
nDz	nâm		
Cm0	chuôi		
bn5	bụp		
r1F	rờn		
qef	què		
H4s	nhắt		
mYf	mèm		
lts	láu		
C8Z	choang		
ftR	phổng		
Hmj	nhụt		
nrj	nện		
lYj	lẹm		
Kyz	khênh		
Rox	trẽn		
st1	sướt		
lpr	lảo		
h9Z	hoanh		
bKJ	bịn		
b5j	bậu		
vK2	vùn		
RU0	trư		
qDS	quít		
NXS	ngoắt		
zKR	ỉn		
CWf	chành		
TZs	thếp		
HD1	nhuốc		
NWF	ngoằng		
WJz	ngheo		
cTs	cáy		
bb0	buy		
l1F	lờn		
tJS	toét		
H4R	nhoẻn		
kDS	kít		
hl4	huyễn		
hYz	hem		
jas	gía		
cc2	cùa		
zbs	ướm		
qpz	quao		
HQz	nhim		
g0Z	gô		
dnz	đưng		
bkX	bĩu		
s7r	sẩn		
hKZ	hin		
sBz	sây		
lQR	lỏm		
j5f	giầu		
xQ5	xuyệt		
vWx	vãnh		
HSS	nhón		
lf2	lườn		
Kus	khú		
zf4	ưỡn		
rr4	ruỗng		
pc3	pủa		
CVs	chếch		
Th0	thuân		
nzJ	nọng		
nJf	nèo		
hhF	hiều		
Dc1	dúa		
xkF	xìu		
rf1	rướn		
qkf	quàn		
rk2	rùm		
Nhf	ngồn		
lKF	lìn		
KES	khoáy		
Ck1	chúm		
b1Z	bơn		
Kzs	khốm		
cSR	cỏn		
C8R	choảng		
Cgj	chạch		
vfs	váp		
sGx	sãi		
hts	háu		
Cb1	chuý		
QQs	chím		
z00	yêm		
xks	xán		
Tv4	thũng		
tyx	tễnh		
KmS	khính		
gdr	gở		
dEx	đễ		
bvs	bía		
suj	sụ		
qij	quị		
HDS	nhít		
mks	mán		
hm0	huôi		
h60	huơ		
h2s	hắng		
GQf	ghìm		
Dzz	dôm		
CSZ	chon		
bPj	bẹt		
xSj	xạc		
zc3	ủa		
Rl3	truyển		
s7s	sấn		
poF	pò		
Hlz	nhiêm		
mhf	mồn		
lz0	lưa		
lvS	líp		
gTf	gày		
d2S	đớp		
dif	đì		
xCj	xịch		
th5	tuận		
fmj	phụt		
zbJ	oẹ		
z6S	oách		
n0j	nặm		
mH3	mỷ		
mqJ	mội		
hrr	hển		
h0f	hằm		
Dh4	duẫn		
Dc4	dũa		
D0Z	dô		
DcS	diếc		
Drs	dến		
cHJ	cọt		
bqR	bổi		
vEr	vể		
toS	tó		
zmF	ình		
DQz	dim		
mK3	mủn		
Kt1	khướt		
KFZ	khoeo		
KEj	khệ		
CEx	chễ		
caj	cạ		
sTS	sốp		
rfS	rốc		
HMj	nhẹp		
jKZ	gin		
CzF	chòng		
CQR	chỏm		
xsf	xường		
vHj	vập		
sEj	sệ		
rb0	ruy		
rNs	rức		
qer	quẻ		
Woz	nghen		
KSZ	khon		
hJ1	huýt		
hhr	hổn		
xNs	xức		
qix	quĩ		
mgZ	miêng		
KDr	khẩm		
zZZ	eng		
Cax	chã		
bVj	bệch		
xn1	xúp		
rCZ	roa		
rJr	rẻo		
NrR	ngoải		
m7s	mấn		
CDr	chẩm		
TPZ	thoong		
HkS	nhíu		
mm0	muôi		
moX	mõ		
lmJ	lịnh		
Gef	ghè		
vpz	vao		
zj0	ui		
n5x	nẫu		
mnz	mưng		
Kb5	khuỵ		
TU2	thừ		
Tvz	thia		
NKs	ngáng		
lQZ	lom		
Dps	dáo		
DWs	dánh		
fnf	phừng		
N85	nguậy		
hH1	hý		
hF0	huyn		
DEr	dể		
Czr	chổm		
TzX	thõng		
lc4	lũa		
K4Z	khoen		
KUf	khều		
jaj	giạ		
DJj	dẹo		
s1R	sởn		
rYz	rem		
hm2	huồi		
gtZ	gông		
cK4	cũn		
v1R	vởn		
R3J	trợt		
Tcs	thết		
nez	ne		
ntz	nau		
n7s	nấn		
h2x	hẵng		
gz2	gừa		
j0z	giăm		
Cys	chếnh		
rsz	rương		
HSZ	nhon		
lVs	lếch		
Gex	ghẽ		
dyx	đễnh		
bds	bớ		
bKj	bạng		
TgF	thiềng		
tZj	tệp		
sTJ	sộp		
sor	sẻn		
fss	phướng		
fhz	phôn		
p2z	păng		
ll0	luyên		
lvj	lịa		
cpX	cỡm		
b5z	bâu		
tgj	tạch		
sDS	sít		
l1R	lởn		
jpr	giảo		
D1Z	dơn		
Ces	ché		
x0S	xố		
x3s	xắp		
tdR	tiển		
TVs	thếch		
rdf	rờ		
pKz	pang		
Hsz	nhương		
NJ1	nguýt		
Dlf	diềm		
sc1	súa		
Ndj	ngợ		
N1f	ngằn		
mos	mén		
lU3	lử		
lPZ	loong		
KBr	khẩy		
CYf	chèm		
xxR	xởi		
lGS	liếp		
DpR	dởm		
bk0	bum		
xpj	xạo		
vfS	vốc		
RSZ	tron		
RdJ	triện		
rEf	rề		
lWr	lảnh		
KkZ	khiu		
htS	hống		
RH0	try		
ldS	liến		
zij	ị		
hk0	hum		
xgF	xiềng		
rp2	rười		
ln1	lúp		
hQX	hõm		
Djj	dạm		
thJ	tiệu		
Tnx	thững		
tYs	tém		
nfS	nốc		
KKr	khảng		
cK2	cùn		
f5r	phẩu		
jTs	giáy		
dK5	đụn		
dPs	đét		
CoF	chò		
xW5	xược		
v5r	vẩu		
ruf	rù		
HTf	nhày		
mzF	mòng		
d8R	đoảng		
Dvz	dia		
cn5	cụp		
CtR	chổng		
bhF	biều		
xzf	xồm		
vYj	vẹm		
tz1	tứa		
Tc2	thùa		
nvx	nĩa		
gDz	gâm		
zes	é		
vlS	vói		
ssR	soản		
rZj	rệp		
fEj	phệ		
Nhj	ngộn		
x8F	xoàng		
thX	tiễu		
r4j	rặt		
NUS	ngoắc		
DH0	dy		
Caj	chạ		
sax	sã		
zCZ	oa		
H2s	nhắng		
N7J	ngoạm		
mv3	mủng		
mQs	mím		
mEj	mệ		
huj	hụ		
DmJ	dịnh		
cjf	càm		
bmJ	bịnh		
xVs	xếch		
R0S	trố		
tls	tiếm		
TCj	thịch		
qdr	quở		
par	pả		
m1S	mớn		
lzf	lồm		
CmX	chĩnh		
CYx	chẽm		
tK0	tun		
TUr	thểu		
p0F	pồ		
Kos	khén		
hvS	híp		
dc1	đúa		
DSs	dác		
Coj	chẹn		
lD1	luốc		
Kuf	khù		
czf	cồm		
C0R	chổ		
CPs	chét		
CXz	chêm		
CXx	chễm		
CEj	chệ		
tJJ	toẹt		
HJs	nhéo		
LLr	lổn		
hvz	hia		
drr	đển		
fmR	phỉnh		
fxs	phắc		
NtF	ngồng		
lzs	lốm		
xZF	xèng		
x6s	xấc		
s0F	sồ		
njS	niết		
HhR	nhiểu		
nTj	nạy		
lGJ	liệp		
hh3	huẩn		
hES	hoáy		
xz3	xửa		
xor	xẻn		
tF0	tuyn		
mYs	mém		
lfs	láp		
DKZ	din		
bz1	bứa		
zg5	ục		
Rp0	trươi		
tdr	tở		
sr2	suồng		
nHJ	nọt		
KKf	khàng		
hsR	hoản		
Dc5	dụa		
vU0	vư		
Hc5	nhụa		
HJJ	nhoẹt		
mz1	mứa		
jzZ	giong		
DGs	dái		
Cuf	chù		
CzX	chõng		
sG0	suê		
sux	sũ		
HdJ	nhiện		
lWF	loằng		
zef	è		
c4Z	coen		
bk2	bùm		
vg5	vục		
TC0	thuôn		
Tv5	thụng		
lgJ	liệng		
hVs	hếch		
gsf	gường		
DoR	dỏ		
Cux	chũ		
b1X	bỡn		
bQs	bím		
tz0	tưa		
RWf	trành		
TsF	thoàn		
suf	sù		
rTf	rày		
N83	nguẩy		
C5J	choạc		
bbZ	boe		
RdX	triễn		
Tt5	thượt		
rj2	rùi		
HBr	nhẩy		
jqJ	giội		
Dm1	duối		
DnS	dóc		
z32	yều		
xGs	xái		
tQF	tòm		
tts	táu		
h9J	hoạnh		
hhZ	hiêu		
DZZ	deng		
Rlz	triêm		
Tj1	thúi		
pis	pí		
gU2	gừ		
Cvs	chía		
xnr	xửng		
vps	váo		
RWj	trạnh		
tHJ	tọt		
TQF	thòm		
rbs	rướm		
zHS	ót		
HJf	nhèo		
nJs	néo		
hXS	hoắt		
zJr	ẻo		
CbZ	choe		
bdX	biễn		
vxj	vặc		
Rl0	truyên		
t0F	tồ		
rQZ	rom		
rhS	riếu		
q1Z	quơn		
fkj	phạn		
WJx	nghẽo		
KHJ	khọt		
hVS	hoắm		
gk0	gum		
dp2	đười		
dHS	đót		
DdS	diến		
blZ	boi		
bTs	báy		
x5r	xẩu		
v5f	vầu		
Rm2	truồi		
tDj	tậm		
HKS	nhín		
lij	lị		
Kfj	khạp		
dlR	đỏi		
Ddj	dợ		
dvz	đia		
CdR	chiển		
xh3	xuẩn		
zk1	úm		
zxF	ời		
Hh0	nhuân		
HGJ	nhiệp		
mZZ	meng		
K1s	khắn		
zJj	ẹo		
DJz	deo		
D0f	dằm		
xtR	xổng		
x5J	xoạc		
xkZ	xiu		
rtS	rống		
roS	ró		
mDr	mẩm		
lSR	lỏn		
lZs	lếp		
kQs	kím		
gzz	gôm		
DzR	dỏng		
vH2	vỳ		
Tn5	thụp		
s0X	sỗ		
nhj	nộn		
lsF	loàn		
hxj	hặc		
DkZ	diu		
bGr	bải		
zGj	ại		
x8R	xoảng		
vtS	vống		
tPZ	toong		
sQF	sòm		
s5j	sậu		
rj0	rui		
rjf	ràm		
fZZ	pheng		
nbS	noé		
HKZ	nhin		
lUs	lếu		
K8F	khoàng		
zvr	ỉa		
hCj	hịch		
bsf	bường		
Tlf	thiềm		
tTs	táy		
sDJ	sịt		
pdf	pờ		
Hgs	nhách		
n8x	nẫng		
d8F	đoàng		
Cvr	chỉa		
RHj	trập		
syr	sểnh		
rUs	rếu		
pif	pì		
fPs	phét		
mFs	méc		
hgF	hiềng		
cK0	cun		
CdJ	chiện		
zk2	ùm		
Tfj	thạp		
qxs	quắc		
pyz	pênh		
HzZ	nhong		
HdX	nhiễn		
WEx	nghễ		
xvs	xía		
zv2	ùng		
tnJ	tọc		
sJf	sèo		
Nf0	ngươn		
kvs	kía		
hpJ	hợm		
hrR	hoải		
xyz	xênh		
RhZ	triêu		
rzj	rộm		
WZj	nghệp		
nDx	nẫm		
l8R	loảng		
DYz	dem		
cN3	cửi		
bc5	bụa		
zNj	ực		
Tl1	thuyến		
Tk0	thum		
sU2	sừ		
p5r	pẩu		
dvS	đíp		
bhZ	biêu		
zKr	ảng		
vH5	vỵ		
v0S	vố		
vFs	véc		
soS	só		
rjj	rạm		
pGz	pai		
nds	nớ		
nxs	nắc		
lrZ	loai		
hbJ	hoẹ		
dlJ	đọi		
c1X	cỡn		
C0F	chồ		
zn5	ụp		
qgj	quạch		
fHJ	phọt		
zXJ	oặt		
lF0	luyn		
hb1	huý		
duf	đù		
D0F	dồ		
C3j	chặp		
z5f	ầu		
Tss	thướng		
pks	pán		
jxs	giắc		
cPZ	coong		
s3S	sớt		
ptZ	pông		
nQz	nim		
lzz	lôm		
h9R	hoảnh		
xc2	xùa		
x9F	xoành		
x6J	xoạch		
x0J	xộ		
xkz	xan		
tY0	tuynh		
tm0	tuôi		
rSF	ròn		
pH0	py		
pus	pú		
ff1	phướn		
fkJ	phịu		
fJz	pheo		
nPZ	noong		
HhJ	nhiệu		
NCX	ngoã		
zkR	ỉu		
hE5	huỵch		
hE1	huých		
hoS	hó		
DbZ	doe		
CbF	choè		
bz5	bựa		
xjj	xạm		
vyr	vểnh		
tzR	tỏng		
TSF	thòn		
sSF	sòn		
qdf	quờ		
Km3	khuổi		
hj2	hùi		
Dlr	diểm		
Cpj	chạo		
C1f	chằn		
ctr	cảu		
vvz	via		
vrj	vện		
RdZ	triên		
RJj	trẹo		
Rpr	trảo		
t5z	tâu		
rG5	ruệ		
HRJ	nhột		
gtz	gau		
ddj	đợ		
DKF	dìn		
Cxj	chặc		
x0F	xồ		
Th3	thuẩn		
sGj	sại		
fZS	phéng		
zTJ	ộp		
HQR	nhỏm		
Nl1	nguyến		
lkF	lìu		
bvS	bíp		
Tes	thé		
spj	sạo		
qKj	quạng		
pv1	púng		
pbZ	poe		
pjz	pam		
lpj	lạo		
khS	kiếu		
hA0	huênh		
CJJ	choẹt		
CoX	chõ		
CBr	chẩy		
bMs	bép		
btz	bau		
xjf	xàm		
Rk0	trum		
TpS	thớm		
mn1	múp		
lH3	lỷ		
KFF	khoèo		
gdz	gơ		
D3J	dợt		
cPS	coóng		
vyj	vệnh		
Tnz	thưng		
Tof	thèn		
Tqs	thát		
r1Z	rơn		
nlJ	nọi		
lY0	luynh		
Kk0	khum		
h5J	hoạc		
dor	đẻn		
bjz	bam		
xU5	xự		
vMS	voóc		
tm1	tuối		
tNj	tực		
Tf2	thườn		
TWS	thoắng		
rDJ	rịt		
fCj	phịch		
f0z	phăm		
zbZ	oe		
zLR	oẳn		
H8J	nhoạng		
NSF	ngòn		
lgF	liềng		
jlZ	gioi		
jDz	giâm		
gTr	gảy		
Dv1	dúng		
DtF	dồng		
Cq5	chượp		
bzz	bôm		
xyf	xềnh		
Rl1	truyến		
Rhz	trôn		
RHs	trấp		
tZZ	teng		
q1z	quăn		
pKS	pín		
Hj3	nhủi		
HBx	nhẫy		
NK3	ngủn		
nar	nả		
mv0	mung		
Kif	khì		
hBz	hây		
glZ	goi		
jhz	giôn		
C5r	chẩu		
c8x	cẫng		
xjz	xam		
Tys	thếnh		
tyf	tềnh		
s2x	sẵng		
nbZ	noe		
hgZ	hiêng		
jHs	giấp		
Roz	tren		
tkZ	tiu		
rEs	rế		
HdF	nhiền		
Db5	duỵ		
D1S	dớn		
cc1	cúa		
cqF	cồi		
CDx	chẫm		
zWf	ành		
zX0	yêng		
xEf	xề		
zF0	uyn		
tK3	tủn		
RYj	trẹm		
tqR	tổi		
THJ	thọt		
rDs	rấm		
qwz	qu		
pj0	pui		
HmZ	nhinh		
mU2	mừ		
lnj	lựng		
KK0	khun		
GcS	ghiếc		
zrz	ên		
dj4	đũi		
cSJ	cọn		
Cb2	chuỳ		
C0Z	chô		
CgS	chiếng		
xJJ	xoẹt		
tgR	tiểng		
rKr	rảng		
qrj	quện		
zzf	ồm		
Hvz	nhia		
WhZ	nghiêu		
mxZ	mơi		
mBf	mầy		
kZs	kếp		
ck0	cum		
vR0	vưu		
vCZ	voa		
tSF	tòn		
ssZ	soan		
rUf	rều		
phf	pồn		
Kes	khé		
hb2	huỳ		
j5j	giậu		
zyx	ễnh		
dKj	đạng		
c1F	cờn		
b8x	bẫng		
xrz	xên		
znf	ừng		
tUx	tễu		
sK1	sún		
sdZ	siên		
slz	siêm		
s1r	sẳn		
q3j	quặp		
pc0	pua		
zzX	õng		
m0z	măm		
ldJ	liện		
Kpf	khào		
dzr	đổm		
dtf	đàu		
b1f	bằn		
xhF	xiều		
v1r	vẳn		
RgZ	triêng		
TCX	thoã		
TdS	thiến		
Tef	thè		
zSR	ỏn		
zpX	ỡm		
znJ	ọc		
lK0	lun		
KDJ	khịt		
K2s	khắng		
juz	giu		
gGr	gải		
DsF	doàn		
ddX	điễn		
Dvj	dịa		
CJj	chẹo		
bnr	bửng		
b2r	bẳng		
vhz	vôn		
zh0	uân		
Res	tré		
TvS	thíp		
sBJ	soạt		
rhr	rổn		
roR	rỏ		
rhJ	riệu		
fk0	phum		
zBS	oát		
nb0	nuy		
nif	nì		
HtF	nhồng		
Np3	ngưởi		
NBf	ngầy		
KKZ	khin		
gbf	gườm		
DmF	dình		
Dvf	dìa		
dXr	đểm		
CPZ	choong		
Ckr	chản		
bgZ	biêng		
bFs	béc		
zH4	ỹ		
vQz	vim		
zsf	ường		
Tl5	thuyện		
Tor	thẻn		
sRJ	sột		
sys	sếnh		
rvr	rỉa		
fnS	phóc		
ztF	ồng		
zoR	ỏ		
HUf	nhều		
H2r	nhẳng		
HKs	nháng		
jtz	giau		
DzS	dóng		
dos	đén		
btJ	bộng		
xr0	xuông		
xK0	xun		
tm2	tuồi		
tQX	tõm		
tkJ	tịu		
Tr3	thuổng		
rn5	rụp		
rkf	ràn		
p0S	pố		
fjr	phảm		
ndX	niễn		
Nbf	ngườm		
hm5	huội		
Gof	ghèn		
DCZ	doa		
Ddf	dờ		
CoJ	chọ		
bxj	bặc		
zc0	ua		
qTr	quảy		
pzZ	pong		
fmS	phính		
NNS	ngóp		
nKs	náng		
mMJ	moọc		
mVs	mếch		
hLF	hoằn		
jKJ	gịn		
D2z	dăng		
czz	côm		
CJr	chẻo		
bkS	bíu		
zBz	ây		
Tqj	thạt		
sk2	sùm		
shf	sồn		
s4j	sặt		
zQR	ỏm		
ndF	niền		
nSs	nác		
mkr	mản		
luj	lụ		
lTJ	lộp		
Kb3	khuỷ		
hPZ	hoong		
hzr	hổm		
hKr	hảng		
zPs	ét		
zFs	éc		
dv4	đũng		
dG2	đuề		
dus	đú		
dzz	đôm		
CKs	cháng		
bTJ	bộp		
q1s	quắn		
fjs	phám		
n1Z	nơn		
HhS	nhiếu		
HDx	nhẫm		
mH1	mý		
lNJ	lọp		
lQF	lòm		
lsX	loãn		
lYf	lèm		
kgX	kiễng		
Kk1	khúm		
zCj	ịch		
hU3	hử		
hjJ	hiệt		
jWZ	gioăng		
DBx	dẫy		
DTs	dáy		
d7z	đân		
C7j	chận		
xU2	xừ		
t91	tuếch		
Rvr	trỉa		
Tkf	thàn		
sT5	sựt		
rj1	rúi		
pRS	pốt		
