# Gboard Dictionary version:2
# Gboard Dictionary format:shortcut	word	language_tag	pos_tag
kVs	kếch		
DlF	dòi		
yKw	nhũn		
vor	vẻn		
yUw	nhữ		
c5w	cuỗm		
Cnr	chửng		
N0z	ngăm		
bCZ	boa		
zfa	ươn		
mpS	mớm		
qd0	quơ		
jsz	giương		
xz3	xổm		
lQf	lìm		
lof	lèn		
dgS	điếng		
fd1	phớ		
g5x	gẫu		
fi3	phỉ		
N0R	ngổ		
lbS	loé		
Dls	diếm		
DDj	dậm		
d0z	đăm		
CKZ	chin		
yke	nhúm		
kij	kị		
gba	guy		
Dnr	dửng		
Rs5	trượng		
T73	thẩn		
yby	nhuỵ		
jyj	giập		
clS	cói		
bkR	bỉu		
xx6	xơi		
TL6	thoăn		
fB3	phẩy		
ycS	nhiếc		
Ddy	duật		
rkS	ríu		
hYz	hênh		
Rro	truồng		
yka	nhum		
yQZ	nhom		
nvz	nia		
g1J	gợn		
sCZ	soa		
jlF	giòi		
tn3	tửng		
K8a	khuây		
kgS	kiếng		
Djy	dụi		
nEj	nệ		
llj	liệm		
roJ	rọ		
yus	nhú		
hlf	hiềm		
GQz	ghim		
Td9	thiển		
dzf	đồm		
KQZ	khom		
Dki	dùm		
vqS	vối		
lef	lè		
Kze	khứa		
zJf	èo		
DlZ	doi		
dCZ	đoa		
mfj	mạp		
dkJ	địu		
cdr	cở		
vjj	vạm		
To7	thó		
tx8	tời		
mhF	miều		
lzJ	lọng		
Kof	khèn		
rca	rua		
qa5	quạ		
TWY	thược		
r0s	rắm		
Nny	ngụp		
Rfo	trườn		
TQ1	thím		
cTJ	cộp		
T08	thồ		
g1f	gằn		
b7s	bấn		
xi5	xị		
rds	rớ		
hmu	huổi		
cki	cùm		
fjU	phủi		
NLF	ngoằn		
Kaf	khà		
hcu	hủa		
stR	sổng		
pZ6	peng		
Wof	nghèn		
xGo	xuề		
WPs	nghét		
lxS	lới		
K0S	khố		
xV5	xệch		
rzw	rữa		
WVs	nghếch		
rke	rúm		
NCJ	ngoạ		
qY2	quềnh		
mDx	mẫm		
KzZ	khong		
z0z	ăm		
fo8	phò		
mys	mấp		
kjS	kiết		
xm8	xình		
les	lé		
gkf	gàn		
dWr	đảnh		
zDj	ậm		
Rq7	trối		
y0z	nhăm		
nKj	nạng		
DQF	dòm		
CEf	chề		
xv3	xỉa		
r3s	rắp		
vdR	viển		
zsy	uột		
mdj	mợ		
bKu	bủn		
T12	thằn		
f10	phăn		
z9S	oánh		
lnx	lững		
lHs	lém		
ghz	gôn		
zKz	ang		
njj	nạm		
kdF	kiền		
b7z	bân		
rix	rĩ		
NbZ	ngoe		
ltR	lổng		
hdz	hơ		
vfy	vượn		
T86	thoang		
boX	bõ		
Tz8	thòng		
sQZ	som		
jDj	giậm		
rJs	réo		
nkJ	nịu		
mse	muốt		
lvz	lia		
rri	ruồng		
hmX	hĩnh		
xkA	xum		
Rf1	tráp		
t88	toàng		
mWf	mành		
mlF	mòi		
lke	lúm		
jis	gí		
xQE	xuyết		
fx7	phới		
Cje	chúi		
tj2	tàm		
svw	sũng		
fr0	phên		
yUu	nhử		
rlR	rỏi		
huz	hu		
Rj3	trảm		
hyj	hập		
yez	nhe		
mJz	meo		
gzJ	gọng		
yEx	nhễ		
RrA	truông		
sZZ	seng		
rvu	rủng		
vKj	vạng		
srf	sền		
fD2	phầm		
xq9	xổi		
cjw	cũi		
RlC	trọi		
fv0	phia		
lJJ	loẹt		
RdE	truất		
sbe	suý		
m1R	mởn		
jfS	giốc		
bns	bứng		
vsy	vuột		
fT0	phay		
zdf	ờ		
KRe	khứu		
kVj	kệch		
xCB	xoã		
rmR	rỉnh		
yMs	nhép		
Kkr	khản		
DqR	dổi		
CKj	chạng		
b0x	bẵm		
xt8	xồng		
fB0	phây		
mQZ	mom		
lox	lẽn		
box	bẽn		
vWz	vanh		
po0	pen		
ytZ	nhông		
yHj	nhẹm		
lZZ	leng		
krf	kền		
DEf	dề		
vef	vè		
lBr	lẩy		
rfJ	rộc		
noR	nỏ		
lpR	lởm		
tkY	tụm		
nSX	nõn		
N0S	ngố		
vJr	vẻo		
rCs	rích		
yHr	nhẻm		
GdF	ghiền		
ddr	đở		
czS	cóng		
r1j	rặn		
rjs	rám		
z8Z	oang		
yWf	nhành		
CTe	chứt		
xu1	xú		
Tf7	thốc		
TG4	thãi		
rsf	rường		
l5y	luộm		
Gif	ghì		
f73	phẩn		
pa1	pá		
yHf	nhèm		
Tl3	thiểm		
ldX	liễn		
CsS	choán		
b2S	bớp		
t27	tớp		
sds	sớ		
mju	mủi		
dyJ	đọt		
cbf	cườm		
CzR	chỏng		
tl6	toi		
tDC	tịt		
gDy	guộc		
dkF	đìu		
drz	đên		
dTS	đốp		
Kba	khuy		
CdF	chiền		
xvE	xúng		
vEz	vê		
v2r	vẳng		
RJ1	tréo		
kZZ	keng		
hpx	hão		
CZZ	cheng		
zis	í		
DQZ	dom		
T5Y	thuộm		
soR	sỏ		
sBj	sậy		
lus	lú		
h2S	hớp		
sHs	sém		
SSs	sác		
yWj	nhạnh		
NTJ	ngộp		
moJ	mọ		
gKa	gun		
xs8	xoàn		
v2f	vằng		
t5C	toạc		
ris	rí		
r1f	rằn		
NGs	ngái		
xbE	xuý		
xm7	xính		
tDE	tuốc		
TB0	thây		
qa1	qúa		
dBx	đẫy		
R17	trớn		
hlF	hòi		
s1F	sờn		
tAo	tuềnh		
gRJ	gột		
lPs	lét		
rKZ	rin		
mSJ	mọn		
t80	tâng		
mPj	mẹt		
hje	húi		
bsy	buột		
RT0	tray		
q23	quẳng		
N5z	ngâu		
Dha	duân		
TQ6	thom		
N0X	ngỗ		
WVj	nghệch		
xz0	xôm		
fK0	phang		
zNJ	ọp		
dSZ	đon		
t87	toáng		
Ts6	thoan		
sGs	sái		
y1R	nhởn		
lje	lúi		
rnJ	rọc		
gkj	gạn		
zMj	ẹp		
Dnx	dững		
RvY	trụng		
TU2	thều		
rpj	rạo		
nDJ	nịt		
NFF	ngoèo		
mof	mèn		
DNj	dực		
DzX	dõng		
ltf	làu		
kKZ	kin		
Dly	duyện		
dva	đung		
N5J	ngoạc		
tm1	tút		
Rd2	trờ		
sif	sì		
cyS	cót		
vxJ	vợi		
ypz	nhao		
y2j	nhặng		
CpR	chởm		
b4a	bươu		
xK0	xang		
vWy	vược		
vjz	vam		
Nys	ngấp		
xGA	xuê		
y0S	nhố		
bQf	bìm		
vJs	véo		
vKr	vảng		
TK2	thàng		
sqF	sồi		
qJ0	queo		
K7a	khuâng		
zpa	ươi		
Ncy	ngụa		
NES	ngoáy		
zQr	ỉm		
hDj	hậm		
g0f	gằm		
tcE	túa		
sDr	sẩm		
ryJ	rọt		
Kra	khuông		
hle	huyến		
xx1	xắc		
s8J	soạng		
ph6	piêu		
d9j	đật		
d7x	đẫn		
tkU	tủm		
rKu	rủn		
CbJ	choẹ		
xg6	xiêng		
vgF	viềng		
t22	tằng		
po7	pó		
xb6	xoe		
Nxs	ngắc		
lxR	lởi		
hQZ	hom		
zax	ã		
stF	sồng		
rky	rụm		
pp1	páo		
ytr	nhảu		
Knj	khựng		
Kfs	kháp		
h5S	hoác		
TnC	thọc		
r4s	rắt		
j4s	giắt		
dzR	đỏng		
tQ3	tỉm		
llS	lói		
Ktz	khau		
RKo	trùn		
Rp5	trạo		
sMS	soóc		
zxS	ới		
kZR	kẻng		
sty	sượt		
qa3	qủa		
hSR	hỏn		
CPj	chẹt		
brj	bện		
tF1	téc		
szX	sõng		
ros	rén		
yvi	nhùng		
g5f	gầu		
Dxj	dặc		
vNs	vức		
fd0	phơ		
yzX	nhõng		
kXf	kềm		
rrf	rền		
N9y	nguệch		
KRa	khưu		
Kys	khấp		
KWr	khảnh		
hRy	hựu		
tWY	tược		
svz	sia		
dKZ	đin		
ssj	sượng		
Kps	kháo		
xP5	xẹt		
RB3	trẩy		
rSS	rón		
qB4	quẫy		
tY0	tênh		
zkZ	iu		
rKJ	rịn		
fS5	phạc		
pS1	pác		
dre	đuống		
qc1	quết		
fy1	phấp		
pE0	pê		
lds	lớ		
h5z	hâu		
bzF	bòng		
TK6	thin		
sja	sui		
q01	quắm		
fk6	phiu		
tg6	tiêng		
rnS	róc		
r7j	rận		
mra	muông		
mri	muồng		
gja	gui		
gzZ	gong		
dke	đúm		
b1r	bẳn		
xh1	xốn		
lbZ	loe		
bJx	bẽo		
vBs	vấy		
RdY	truật		
slX	sõi		
nBr	nẩy		
xm1	xút		
tb6	toe		
tJ5	tẹo		
s9j	sật		
rBz	rây		
nja	nui		
l5s	lấu		
DSj	dạc		
sUs	sếu		
f41	phắt		
lZF	lèng		
KMy	khuỵu		
cxs	cắc		
r5y	ruộm		
KJz	kheo		
hNS	hóp		
jHf	gièm		
bTS	bốp		
bix	bĩ		
xK7	xín		
rpu	rưởi		
fa5	phạ		
yzr	nhổm		
ltS	lống		
gus	gú		
gas	gá		
vsr	vưởng		
rge	rúc		
q45	quặt		
dju	đủi		
CBs	chấy		
Ckj	chạn		
sSS	són		
jqs	giát		
DYf	dềnh		
RP1	trét		
rbZ	roe		
pW0	panh		
lrs	lến		
l2f	lằng		
DtJ	dộng		
dDS	đít		
srr	sển		
lSJ	lọn		
Klu	khuyển		
dvu	đủng		
c1J	cợn		
CrZ	choai		
bbz	bươm		
y2S	nhớp		
gzR	gỏng		
jTy	giựt		
ctf	càu		
thW	tuẫn		
tP5	tẹt		
res	ré		
yvS	nhíp		
Cky	chụm		
v1F	vờn		
scy	sụa		
msZ	moan		
CbS	choé		
CoR	chỏ		
Cjz	cham		
Cas	chá		
yKi	nhùn		
l9s	lất		
DHf	dèm		
vCs	vích		
Tm1	thút		
rka	rum		
yxF	nhời		
KWS	khoắng		
hZZ	heng		
xJ0	xeo		
xe2	xè		
ras	rá		
fUU	phử		
fg6	phiêng		
nCs	ních		
WkJ	nghịu		
lka	lum		
lzw	lữa		
guj	gụ		
CYr	chểnh		
CGs	chái		
bge	búc		
rUj	rệu		
rGs	rái		
qo2	quèn		
N5s	ngấu		
gSZ	gon		
dUi	đừ		
dix	đĩ		
Chj	chộn		
tt8	tồng		
nve	núng		
nyS	nót		
lca	lua		
Kpj	khạo		
jyS	giót		
dzF	đòng		
dPj	đẹt		
RmB	trĩnh		
fU4	phễu		
nBf	nầy		
KYr	khểnh		
jYZ	giê		
cvy	cụng		
xD2	xầm		
l1Z	lơn		
Tro	thuồng		
TC7	thoá		
svS	síp		
ft0	phau		
px1	pắc		
y7r	nhẩn		
WQr	nghỉm		
hDr	hẩm		
bpJ	bợm		
vhf	vồn		
sKS	sín		
rya	ry		
f16	phơn		
pe0	pe		
NWj	ngạnh		
nWj	nạnh		
lbf	lườm		
ljr	lảm		
xlo	xuyền		
RjA	trui		
qSE	quýnh		
b6s	bấc		
nDz	nâm		
Cma	chuôi		
bny	bụp		
r1F	rờn		
qe2	què		
y4s	nhắt		
mHf	mèm		
lts	láu		
C8Z	choang		
ft9	phổng		
ymj	nhụt		
nrj	nện		
lHj	lẹm		
KYz	khênh		
Ro4	trẽn		
ste	sướt		
lpr	lảo		
h9Z	hoanh		
bKJ	bịn		
b5j	bậu		
vKi	vùn		
RUA	trư		
qD7	quít		
NXS	ngoắt		
zKR	ỉn		
CWf	chành		
TZ1	thếp		
yDe	nhuốc		
NWF	ngoằng		
WJz	ngheo		
cTs	cáy		
bba	buy		
l1F	lờn		
tJ7	toét		
y4R	nhoẻn		
kDS	kít		
hlw	huyễn		
hHz	hem		
jas	gía		
cci	cùa		
zbs	ướm		
qp0	quao		
yQz	nhim		
g0Z	gô		
dnz	đưng		
bkX	bĩu		
s7r	sẩn		
hKZ	hin		
sBz	sây		
lQR	lỏm		
j5f	giầu		
xQY	xuyệt		
vWx	vãnh		
ySS	nhón		
lfi	lườn		
Kus	khú		
zfw	ưỡn		
rrw	ruỗng		
pcU	pủa		
CVs	chếch		
ThA	thuân		
nzJ	nọng		
nJf	nèo		
hhF	hiều		
Dce	dúa		
xk8	xìu		
rfe	rướn		
qk2	quàn		
rki	rùm		
Nhf	ngồn		
lKF	lìn		
KES	khoáy		
Cke	chúm		
b1Z	bơn		
Kzs	khốm		
cSR	cỏn		
C8R	choảng		
Cgj	chạch		
vfs	váp		
sGx	sãi		
hts	háu		
Cbe	chuý		
QQs	chím		
z0a	yêm		
xk1	xán		
TvW	thũng		
tY4	tễnh		
KmS	khính		
gdr	gở		
dEx	đễ		
bvs	bía		
suj	sụ		
qi5	quị		
yDS	nhít		
mks	mán		
hma	huôi		
h6a	huơ		
h2s	hắng		
GQf	ghìm		
Dzz	dôm		
CSZ	chon		
bPj	bẹt		
xS5	xạc		
zcu	ủa		
RlU	truyển		
s7s	sấn		
po8	pò		
ylz	nhiêm		
mhf	mồn		
lza	lưa		
lvS	líp		
gTf	gày		
d2S	đớp		
dif	đì		
xC5	xịch		
thY	tuận		
fm5	phụt		
zbJ	oẹ		
z6S	oách		
n0j	nặm		
myu	mỷ		
mqJ	mội		
hrr	hển		
h0f	hằm		
Dhw	duẫn		
Dcw	dũa		
D0Z	dô		
DcS	diếc		
Drs	dến		
cyJ	cọt		
bqR	bổi		
vEr	vể		
to7	tó		
zmF	ình		
DQz	dim		
mKu	mủn		
Kte	khướt		
KFZ	khoeo		
KEj	khệ		
CEx	chễ		
caj	cạ		
sTS	sốp		
rfS	rốc		
yMj	nhẹp		
jKZ	gin		
CzF	chòng		
CQR	chỏm		
xs2	xường		
vyj	vập		
sEj	sệ		
rba	ruy		
rNs	rức		
qe3	quẻ		
Woz	nghen		
KSZ	khon		
hJe	huýt		
hhr	hổn		
xN1	xức		
qi4	quĩ		
mgZ	miêng		
KDr	khẩm		
zZZ	eng		
Cax	chã		
bVj	bệch		
xnE	xúp		
rCZ	roa		
rJr	rẻo		
NrR	ngoải		
m7s	mấn		
CDr	chẩm		
TP6	thoong		
ykS	nhíu		
mma	muôi		
moX	mõ		
lmJ	lịnh		
Gef	ghè		
vpz	vao		
zja	ui		
n5x	nẫu		
mnz	mưng		
Kby	khuỵ		
TUo	thừ		
Tv0	thia		
NKs	ngáng		
lQZ	lom		
Dps	dáo		
DWs	dánh		
fn2	phừng		
N8y	nguậy		
hye	hý		
hFa	huyn		
DEr	dể		
Czr	chổm		
TzB	thõng		
lcw	lũa		
K4Z	khoen		
KUf	khều		
jaj	giạ		
DJj	dẹo		
s1R	sởn		
rHz	rem		
hmi	huồi		
gtZ	gông		
cKw	cũn		
v1R	vởn		
R3C	trợt		
Tc1	thết		
nez	ne		
ntz	nau		
n7s	nấn		
h2x	hẵng		
gzi	gừa		
j0z	giăm		
CYs	chếnh		
rsz	rương		
ySZ	nhon		
lVs	lếch		
Gex	ghẽ		
dYx	đễnh		
bds	bớ		
bKj	bạng		
Tg8	thiềng		
tZ5	tệp		
sTJ	sộp		
sor	sẻn		
fs1	phướng		
fh0	phôn		
p20	păng		
lla	luyên		
lvj	lịa		
cpX	cỡm		
b5z	bâu		
tg5	tạch		
sDS	sít		
l1R	lởn		
jpr	giảo		
D1Z	dơn		
Ces	ché		
x07	xố		
x31	xắp		
td9	tiển		
TV1	thếch		
rdf	rờ		
pK0	pang		
ysz	nhương		
NJe	nguýt		
Dlf	diềm		
sce	súa		
Ndj	ngợ		
N1f	ngằn		
mos	mén		
lUu	lử		
lPZ	loong		
KBr	khẩy		
CHf	chèm		
xx9	xởi		
lGS	liếp		
DpR	dởm		
bka	bum		
xp5	xạo		
vfS	vốc		
RS6	tron		
RdC	triện		
rEf	rề		
lWr	lảnh		
KkZ	khiu		
htS	hống		
RyA	try		
ldS	liến		
zij	ị		
hka	hum		
xg8	xiềng		
rpi	rười		
lne	lúp		
hQX	hõm		
Djj	dạm		
thC	tiệu		
Tn4	thững		
tH1	tém		
nfS	nốc		
KKr	khảng		
cKi	cùn		
f53	phẩu		
jTs	giáy		
dKy	đụn		
dPs	đét		
CoF	chò		
xWY	xược		
v5r	vẩu		
ruf	rù		
yTf	nhày		
mzF	mòng		
d8R	đoảng		
Dvz	dia		
cny	cụp		
CtR	chổng		
bhF	biều		
xz2	xồm		
vHj	vẹm		
tzE	tứa		
Tco	thùa		
nvx	nĩa		
gDz	gâm		
zes	é		
vlS	vói		
ssR	soản		
rZj	rệp		
fE5	phệ		
Nhj	ngộn		
x88	xoàng		
thB	tiễu		
r4j	rặt		
NUS	ngoắc		
Dya	dy		
Caj	chạ		
sax	sã		
zCZ	oa		
y2s	nhắng		
N7J	ngoạm		
mvu	mủng		
mQs	mím		
mEj	mệ		
huj	hụ		
DmJ	dịnh		
cjf	càm		
bmJ	bịnh		
xV1	xếch		
R07	trố		
tl1	tiếm		
TC5	thịch		
qd3	quở		
pa3	pả		
m1S	mớn		
lzf	lồm		
CmX	chĩnh		
CHx	chẽm		
tKA	tun		
TU3	thểu		
p08	pồ		
Kos	khén		
hvS	híp		
dce	đúa		
DSs	dác		
Coj	chẹn		
lDe	luốc		
Kuf	khù		
czf	cồm		
C0R	chổ		
CPs	chét		
CXz	chêm		
CXx	chễm		
CEj	chệ		
tJC	toẹt		
yJs	nhéo		
LLr	lổn		
hvz	hia		
drr	đển		
fm9	phỉnh		
fx1	phắc		
NtF	ngồng		
lzs	lốm		
xZ8	xèng		
x61	xấc		
s0F	sồ		
njS	niết		
yhR	nhiểu		
nTj	nạy		
lGJ	liệp		
hhu	huẩn		
hES	hoáy		
xzU	xửa		
xo3	xẻn		
tFA	tuyn		
mHs	mém		
lfs	láp		
DKZ	din		
bze	bứa		
zgy	ục		
RpA	trươi		
td3	tở		
sri	suồng		
nyJ	nọt		
KKf	khàng		
hsR	hoản		
Dcy	dụa		
vUa	vư		
ycy	nhụa		
yJJ	nhoẹt		
mze	mứa		
jzZ	giong		
DGs	dái		
Cuf	chù		
CzX	chõng		
sGa	suê		
sux	sũ		
ydJ	nhiện		
lWF	loằng		
zef	è		
c4Z	coen		
bki	bùm		
vgy	vục		
TCA	thuôn		
TvY	thụng		
lgJ	liệng		
hVs	hếch		
gsf	gường		
DoR	dỏ		
Cux	chũ		
b1X	bỡn		
bQs	bím		
tzA	tưa		
RW2	trành		
Ts8	thoàn		
suf	sù		
rTf	rày		
N8u	nguẩy		
C5J	choạc		
bbZ	boe		
RdB	triễn		
TtY	thượt		
rji	rùi		
yBr	nhẩy		
jqJ	giội		
Dme	duối		
DnS	dóc		
z3i	yều		
xG1	xái		
tQ8	tòm		
tt1	táu		
h9J	hoạnh		
hhZ	hiêu		
DZZ	deng		
Rl0	triêm		
TjE	thúi		
pi1	pí		
gUi	gừ		
Cvs	chía		
xn3	xửng		
vps	váo		
RW5	trạnh		
tyC	tọt		
TQ8	thòm		
rbs	rướm		
zyS	ót		
yJf	nhèo		
nJs	néo		
hXS	hoắt		
zJr	ẻo		
CbZ	choe		
bdX	biễn		
vxj	vặc		
RlA	truyên		
t08	tồ		
rQZ	rom		
rhS	riếu		
q16	quơn		
fk5	phạn		
WJx	nghẽo		
KyJ	khọt		
hVS	hoắm		
gka	gum		
dpi	đười		
dyS	đót		
DdS	diến		
blZ	boi		
bTs	báy		
x53	xẩu		
v5f	vầu		
Rmo	truồi		
tD5	tậm		
yKS	nhín		
lij	lị		
Kfj	khạp		
dlR	đỏi		
Ddj	dợ		
dvz	đia		
CdR	chiển		
xhU	xuẩn		
zke	úm		
zxF	ời		
yha	nhuân		
yGJ	nhiệp		
mZZ	meng		
K1s	khắn		
zJj	ẹo		
DJz	deo		
D0f	dằm		
xt9	xổng		
x5C	xoạc		
xk6	xiu		
rtS	rống		
roS	ró		
mDr	mẩm		
lSR	lỏn		
lZs	lếp		
kQs	kím		
gzz	gôm		
DzR	dỏng		
vyi	vỳ		
TnY	thụp		
s0X	sỗ		
nhj	nộn		
lsF	loàn		
hxj	hặc		
DkZ	diu		
bGr	bải		
zGj	ại		
x89	xoảng		
vtS	vống		
tP6	toong		
sQF	sòm		
s5j	sậu		
rja	rui		
rjf	ràm		
fZ6	pheng		
nbS	noé		
yKZ	nhin		
lUs	lếu		
K8F	khoàng		
zvr	ỉa		
hCj	hịch		
bsf	bường		
Tl2	thiềm		
tT1	táy		
sDJ	sịt		
pd2	pờ		
ygs	nhách		
n8x	nẫng		
d8F	đoàng		
Cvr	chỉa		
Ry5	trập		
sYr	sểnh		
rUs	rếu		
pi2	pì		
fP1	phét		
mFs	méc		
hgF	hiềng		
cKa	cun		
CdJ	chiện		
zki	ùm		
Tf5	thạp		
qx1	quắc		
pY0	pênh		
yzZ	nhong		
ydX	nhiễn		
WEx	nghễ		
xv1	xía		
zvi	ùng		
tnC	tọc		
sJf	sèo		
Nfa	ngươn		
kvs	kía		
hpJ	hợm		
hrR	hoải		
xY0	xênh		
Rh6	triêu		
rzj	rộm		
WZj	nghệp		
nDx	nẫm		
l8R	loảng		
DHz	dem		
cNu	cửi		
bcy	bụa		
zNj	ực		
TlE	thuyến		
TkA	thum		
sUi	sừ		
p53	pẩu		
dvS	đíp		
bhZ	biêu		
zKr	ảng		
vyy	vỵ		
v0S	vố		
vFs	véc		
soS	só		
rjj	rạm		
pG0	pai		
nds	nớ		
nxs	nắc		
lrZ	loai		
hbJ	hoẹ		
dlJ	đọi		
c1X	cỡn		
C0F	chồ		
zny	ụp		
qg5	quạch		
fyC	phọt		
zXJ	oặt		
lFa	luyn		
hbe	huý		
duf	đù		
D0F	dồ		
C3j	chặp		
z5f	ầu		
Ts1	thướng		
pk1	pán		
jxs	giắc		
cPZ	coong		
s3S	sớt		
pt6	pông		
nQz	nim		
lzz	lôm		
h9R	hoảnh		
xco	xùa		
x98	xoành		
x6C	xoạch		
x0C	xộ		
xk0	xan		
tHA	tuynh		
tmA	tuôi		
rSF	ròn		
pyA	py		
pu1	pú		
ffE	phướn		
fkC	phịu		
fJ0	pheo		
nPZ	noong		
yhJ	nhiệu		
NCX	ngoã		
zkR	ỉu		
hEy	huỵch		
hEe	huých		
hoS	hó		
DbZ	doe		
CbF	choè		
bzy	bựa		
xj5	xạm		
vYr	vểnh		
tz9	tỏng		
TS8	thòn		
sSF	sòn		
qd2	quờ		
Kmu	khuổi		
hji	hùi		
Dlr	diểm		
Cpj	chạo		
C1f	chằn		
ctr	cảu		
vvz	via		
vrj	vện		
Rd6	triên		
RJ5	trẹo		
Rp3	trảo		
t50	tâu		
rGy	ruệ		
yRJ	nhột		
gtz	gau		
ddj	đợ		
DKF	dìn		
Cxj	chặc		
x08	xồ		
ThU	thuẩn		
sGj	sại		
fZ7	phéng		
zTJ	ộp		
yQR	nhỏm		
Nle	nguyến		
lkF	lìu		
bvS	bíp		
Te1	thé		
spj	sạo		
qK5	quạng		
pvE	púng		
pb6	poe		
pj0	pam		
lpj	lạo		
khS	kiếu		
hAa	huênh		
CJJ	choẹt		
CoX	chõ		
CBr	chẩy		
bMs	bép		
btz	bau		
xj2	xàm		
RkA	trum		
Tp7	thớm		
mne	múp		
lyu	lỷ		
KFF	khoèo		
gdz	gơ		
D3J	dợt		
cPS	coóng		
vYj	vệnh		
Tn0	thưng		
To2	thèn		
Tq1	thát		
r1Z	rơn		
nlJ	nọi		
lHa	luynh		
Kka	khum		
h5J	hoạc		
dor	đẻn		
bjz	bam		
xUY	xự		
vMS	voóc		
tmE	tuối		
tN5	tực		
Tfo	thườn		
TW7	thoắng		
rDJ	rịt		
fC5	phịch		
f00	phăm		
zbZ	oe		
zLR	oẳn		
y8J	nhoạng		
NSF	ngòn		
lgF	liềng		
jlZ	gioi		
jDz	giâm		
gTr	gảy		
Dve	dúng		
DtF	dồng		
Cqy	chượp		
bzz	bôm		
xY2	xềnh		
RlE	truyến		
Rh0	trôn		
Ry1	trấp		
tZ6	teng		
q10	quăn		
pK7	pín		
yju	nhủi		
yBx	nhẫy		
NKu	ngủn		
nar	nả		
mva	mung		
Kif	khì		
hBz	hây		
glZ	goi		
jhz	giôn		
C5r	chẩu		
c8x	cẫng		
xj0	xam		
TY1	thếnh		
tY2	tềnh		
s2x	sẵng		
nbZ	noe		
hgZ	hiêng		
jys	giấp		
Ro0	tren		
tk6	tiu		
rEs	rế		
ydF	nhiền		
Dby	duỵ		
D1S	dớn		
cce	cúa		
cqF	cồi		
CDx	chẫm		
zWf	ành		
zXa	yêng		
xE2	xề		
zFa	uyn		
tKU	tủn		
RH5	trẹm		
tq9	tổi		
TyC	thọt		
rDs	rấm		
qw0	qu		
pjA	pui		
ymZ	nhinh		
mUi	mừ		
lnj	lựng		
KKa	khun		
GcS	ghiếc		
zrz	ên		
djw	đũi		
cSJ	cọn		
Cbi	chuỳ		
C0Z	chô		
CgS	chiếng		
xJC	xoẹt		
tg9	tiểng		
rKr	rảng		
qr5	quện		
zzf	ồm		
yvz	nhia		
WhZ	nghiêu		
mxZ	mơi		
mBf	mầy		
kZs	kếp		
cka	cum		
vRa	vưu		
vCZ	voa		
tS8	tòn		
ssZ	soan		
rUf	rều		
ph2	pồn		
Kes	khé		
hbi	huỳ		
j5j	giậu		
zYx	ễnh		
dKj	đạng		
c1F	cờn		
b8x	bẫng		
xr0	xên		
znf	ừng		
tU4	tễu		
sKe	sún		
sdZ	siên		
slz	siêm		
s1r	sẳn		
q35	quặp		
pcA	pua		
zzX	õng		
m0z	măm		
ldJ	liện		
Kpf	khào		
dzr	đổm		
dtf	đàu		
b1f	bằn		
xh8	xiều		
v1r	vẳn		
Rg6	triêng		
TCB	thoã		
Td7	thiến		
Te2	thè		
zSR	ỏn		
zpX	ỡm		
znJ	ọc		
lKa	lun		
KDJ	khịt		
K2s	khắng		
juz	giu		
gGr	gải		
DsF	doàn		
ddX	điễn		
Dvj	dịa		
CJj	chẹo		
bnr	bửng		
b2r	bẳng		
vhz	vôn		
zha	uân		
Re1	tré		
Tv7	thíp		
sBJ	soạt		
rhr	rổn		
roR	rỏ		
rhJ	riệu		
fkA	phum		
zBS	oát		
nba	nuy		
nif	nì		
ytF	nhồng		
Npu	ngưởi		
NBf	ngầy		
KKZ	khin		
gbf	gườm		
DmF	dình		
Dvf	dìa		
dXr	đểm		
CPZ	choong		
Ckr	chản		
bgZ	biêng		
bFs	béc		
zyw	ỹ		
vQz	vim		
zsf	ường		
TlY	thuyện		
To3	thẻn		
sRJ	sột		
sYs	sếnh		
rvr	rỉa		
fn7	phóc		
ztF	ồng		
zoR	ỏ		
yUf	nhều		
y2r	nhẳng		
yKs	nháng		
jtz	giau		
DzS	dóng		
dos	đén		
btJ	bộng		
xrA	xuông		
xKA	xun		
tmo	tuồi		
tQB	tõm		
tkC	tịu		
TrU	thuổng		
rny	rụp		
rkf	ràn		
p07	pố		
fj3	phảm		
ndX	niễn		
Nbf	ngườm		
hmy	huội		
Gof	ghèn		
DCZ	doa		
Ddf	dờ		
CoJ	chọ		
bxj	bặc		
zca	ua		
qT3	quảy		
pz6	pong		
fm7	phính		
NNS	ngóp		
nKs	náng		
mMJ	moọc		
mVs	mếch		
hLF	hoằn		
jKJ	gịn		
D2z	dăng		
czz	côm		
CJr	chẻo		
bkS	bíu		
zBz	ây		
Tq5	thạt		
ski	sùm		
shf	sồn		
s4j	sặt		
zQR	ỏm		
ndF	niền		
nSs	nác		
mkr	mản		
luj	lụ		
lTJ	lộp		
Kbu	khuỷ		
hPZ	hoong		
hzr	hổm		
hKr	hảng		
zPs	ét		
zFs	éc		
dvw	đũng		
dGi	đuề		
dus	đú		
dzz	đôm		
CKs	cháng		
bTJ	bộp		
q11	quắn		
fj1	phám		
n1Z	nơn		
yhS	nhiếu		
yDx	nhẫm		
mye	mý		
lNJ	lọp		
lQF	lòm		
lsX	loãn		
lHf	lèm		
kgX	kiễng		
Kke	khúm		
zCj	ịch		
hUu	hử		
hjJ	hiệt		
jWZ	gioăng		
DBx	dẫy		
DTs	dáy		
d7z	đân		
C7j	chận		
xUo	xừ		
